latencyData1,latencyData2,latencyData3,latencyData4,latencyData5,latencyData6,latencyData7,latencyData8,latencyData9,latencyData10,latencyData11,latencyData12,latencyData13,latencyData14,latencyData15,latencyData16,latencyData17,latencyData18,latencyData19,latencyData20,latencyData21,latencyData22,latencyData23,latencyData24,latencyData25,latencyData26,latencyData27,latencyData28,latencyData29,latencyData30,latencyData31
-0.26498317070772,-0.51165300457388,0.158589583103131,-0.189319820723535,-0.445364007818928,-0.562547912068075,-0.345362517484156,0.231746390592849,-0.142352540749506,-0.936214846613548,0.674207463560828,-0.334942597750251,0.228617143939813,-0.731158808552636,-1.29712583248571,1.22966937524169,-0.800939698607727,-0.946797701764303,-1.10920060670708,-1.11987184809217,0.43525943433457,-0.80996435449699,-0.971979696206835,-0.391248651880426,-1.25655970172608,-0.418794437238813,1.76272077119001,-0.979451153412009,-0.951931706551273,-0.895887604998481,-1.24158472355715
-0.937699621017496,-0.987345764074318,0.382442167011028,-0.797905210540114,-0.372819944672817,0.40847730511538,-0.705914568952846,-0.705681349221093,-0.323591495178392,-0.298951999749986,0.923556658696016,0.937146489023023,0.207334480679061,-0.571658188849874,-1.08675375637997,-0.538378666111625,-1.66658148417576,-1.648853178914,-1.53760031510002,0.114050167322224,-2.20035496569874,0.585519392304751,-0.956410451458121,-0.94658392747054,-0.406530374166272,-0.0642111309250569,-0.868092777209466,-0.0874301985046312,-1.6566941974124,-0.983038197774771,-0.703189903807383
-0.418968526045336,-0.351065647563981,-0.484325845799158,-0.599111107070404,-0.92101879725638,-0.755606332181506,-0.952158733722935,-0.218840972548721,-0.444090701592877,-0.130521223292508,-0.377187613602923,0.686261041912332,-1.76534081856067,2.2939850744807,2.21466897508885,0.188966702056693,-0.961986793561864,-0.626269096894947,-0.815838403618288,-0.23313009672236,-1.05831667510263,-0.200824695772889,-0.436446366649247,-1.20144055653576,-0.753962057634401,-0.0765636838333597,0.375486306499022,-1.3023922583328,-0.60611126348152,-0.455651247545703,-1.69168903949041
-0.0922138966156323,-0.234099751542904,-0.806986412054597,-0.739183431238835,-1.86951441845269,-1.25591686841978,-0.879056320958506,-0.607292763461804,2.0427730402189,0.24552894651572,-1.28134954094236,-0.191334590681634,-1.65759336701183,2.02489401807612,1.00848491910057,0.190609082801502,0.0241068325322695,-0.170116535674903,-1.13068804791208,0.167181351664787,-0.721186738601152,-0.673129578589937,-1.13428746182469,-0.0313257734985023,-0.819781466160249,-1.38963935505796,1.92265825407184,-1.24729412391798,0.767424536092822,0.100161848054588,-1.71862974368356
0.234540732814072,-0.117133855521827,-1.12964697831003,-0.879255755407267,-2.818010039649,-1.75622740465806,-0.805953908194076,-0.995744554374888,4.52963678203067,0.621579116323949,-2.18551146828181,-1.0689302232756,-1.549845915463,1.75580296167154,-0.197699136887714,0.192251463546311,1.0102004586264,0.286036025545141,-1.44553769220588,0.567492800051934,-0.384056802099669,-1.14543446140699,-1.83212855700014,1.13878900953876,-0.885600874686097,-2.70271502628255,3.46983020164465,-1.19219598950317,2.14096033566716,0.655974943654879,-1.74557044787672
0.561295362243776,-0.000167959500750214,-1.45230754456547,-1.0193280795757,-3.76650566084531,-2.25653794089633,-0.732851495429646,-1.38419634528797,7.01650052384245,0.997629286132178,-3.08967339562125,-1.94652585586957,-1.44209846391417,1.48671190526695,-1.40388319287599,0.19389384429112,1.99629408472054,0.742188586765185,-1.76038733649967,0.967804248439081,-0.0469268655981857,-1.61773934422403,-2.52996965217559,2.30890379257602,-0.951420283211946,-4.01579069750715,5.01700214921746,-1.13709785508835,3.51449613524151,1.21178803925517,-1.77251115206987
0.386680010282635,-0.0747035760490274,0.0583002026620623,-0.304113140857975,-0.956873794319093,-0.764881536397378,-0.906686759067734,-0.131597892234761,-0.101961465044409,0.608576644228452,-0.0526825955847331,0.0773165867496916,0.405755678597798,-0.277676934650905,-0.69358167650175,-0.0129002755638469,-1.62659523053648,-0.292679264954583,-0.682105968108202,-0.0186257522908663,-0.748144617672225,0.380127483926484,-0.414338384425168,0.191889984728197,-1.14145864703193,-1.08163722461849,-0.315827155966882,-0.542708820222868,-0.764198762371815,-0.2077324187889,-1.59842200369025
0.385923921729974,-0.116593239758302,-0.312664491442122,0.158220865936599,-0.586673264231048,-0.368651012814705,-0.887500763901726,-0.335859474435176,-0.361560509563056,-0.0565432444038191,0.0567697963455541,-0.102687913595976,-0.0952029295567684,-0.405466366428967,-0.564216003363938,0.193455056540579,-0.930765578512437,-0.645207662566791,-0.428923439246116,-0.333606259237549,-0.288709609391407,0.196985767373862,-0.59910365091562,-0.492443365162409,-1.32381109764982,-0.599994474586884,-0.132638745298167,-0.432298131869046,-0.447927132369517,-0.152531320214621,-1.0863043558494
0.385167833177313,-0.158482903467577,-0.683629185546307,0.620554872731172,-0.216472734143004,0.027579510767968,-0.868314768735718,-0.540121056635592,-0.621159554081704,-0.72166313303609,0.166222188275841,-0.282692413941643,-0.596161537711335,-0.53325579820703,-0.434850330226127,0.399810388645005,-0.234935926488393,-0.997736060179,-0.17574091038403,-0.648586766184232,0.170725398889411,0.0138440508212401,-0.783868917406072,-1.17677671505302,-1.5061635482677,-0.118351724555281,0.0505496653705471,-0.321887443515225,-0.131655502367219,-0.0973302216403424,-0.574186708008554
0.0754817033653432,-0.0849924357330664,-0.450217196308907,0.193527991296911,-0.162974237481882,-0.225852780118165,-0.751478173098666,-0.681601578704019,-0.0833058164106963,-0.353019779607752,-0.109534439811849,-0.252228216627876,0.0856571136626876,-0.187121664472124,-0.498277970564354,0.20568605619418,-0.723363675465651,-0.815709846471184,-0.541458366146022,-0.694896059870556,-0.11765207894831,-0.245480465241131,-0.650306213191764,-0.737622646212748,-0.752605453172979,0.0288037350064174,-0.0910977462327941,-0.276923266248254,-0.444440483839407,-0.213039616583167,-0.762189694549056
