DistortionData1,DistortionData2,DistortionData3,DistortionData4,DistortionData5,DistortionData6,DistortionData7,DistortionData8,DistortionData9,DistortionData10,DistortionData11,DistortionData12,DistortionData13,DistortionData14,DistortionData15,DistortionData16,DistortionData17,DistortionData18,DistortionData19,DistortionData20,DistortionData21,DistortionData22,DistortionData23,DistortionData24,DistortionData25,DistortionData26,DistortionData27,DistortionData28,DistortionData29,DistortionData30,DistortionData31
0.596881239794894,-1.96399167849858,0.753142479195453,-0.753157322431392,-2.0115367402543,-0.134414582106221,-0.110804083586092,-0.714880645332427,-0.89685004748067,-1.04916270152,0.926850224555658,0.124860885327367,-1.25805258216482,-0.84204977683437,0.0409116323422943,0.159323092041926,-0.378516073669878,-1.11399123244428,-0.253783904818411,-0.86054852456656,-1.4009357464074,1.67886252220288,-0.257805188581781,1.30905151280899,-1.16083567330263,-1.62942531619226,-0.245618459482542,-1.75866222425463,-0.553818541104942,-0.134983983568424,-0.420502472685878
-0.972296409361292,-0.602840717892477,-0.912844311866473,-1.11519452968087,-0.249865364418771,-0.702047470994949,-0.822847740648466,-0.490686103044204,0.812249368741713,-0.204392610717666,-0.614621740907335,-0.209206893067519,0.939982751503229,-0.149126158793302,-0.198158458493093,0.153723727974123,-0.334459392046362,-1.21831144827834,-0.497081778705864,0.258666937746645,-0.285742235146826,0.0224298321147596,-0.549864885977168,-0.646635998544294,-0.71947696816191,-0.0557189946548882,-0.809314600283884,-0.866665266479717,-0.753278500544786,0.141136152727244,-1.24908614613508
-0.726048359386838,-0.747234786276538,-0.807042951673772,-0.598590997877466,-0.878700348359097,-1.51967040770896,0.367844320025244,-0.442069910439839,0.367047899565429,0.779332822783073,-0.368473259419435,0.615182363943341,-1.65967360263254,2.05918458218533,0.139846859245492,0.898391865768792,-0.397345566507893,-0.970486151573027,-0.30324889853856,-0.656846852027584,-1.80630827422449,0.214675773436337,-0.169200113646256,-0.218276807807836,-2.06986723456562,-0.310259036621788,-0.544909533277753,-0.828610420362282,-0.939736072029649,-0.668016039191667,-2.25762328117325
-0.479800309412385,-0.891628854660599,-0.701241591481072,0.628002995529015,-1.50753533229942,-2.33729334442296,1.55853638069895,-0.393453717835474,-0.078153569610855,1.76305825628381,-0.122324777931535,-0.142253544036144,0.738044511679789,-1.40619277617907,0.477852176984076,1.64306000356346,-0.460231740969425,-0.722660854867715,-0.109416018371256,-1.57236064180181,-3.32687431330216,0.406921714757914,0.211464658684655,0.210082382928622,-0.0458978247375384,-0.564799078588687,-0.280504466271622,-0.790555574244846,-1.12619364351451,1.56147930213131,-3.26616041621141
-1.41783457396689,-0.886961804623908,-1.01210940674452,0.0583650263001191,-0.143969920340763,-2.55646868215029,-0.908259616996356,-1.15694131608396,-0.529534811148364,-2.07464389534208,-1.44310202106444,-0.384180634619484,-1.50209131268153,-0.423052248566568,-0.311233816424441,0.350136056329779,-0.0193318157491707,-1.16164083309838,-2.66625445302077,0.705713093431925,-0.940221318621001,0.304157794982586,-0.556794523740654,-0.961094871699044,0.555492487446122,-0.388563074493391,1.36839429015942,-0.934129792541456,-0.304974072349326,-0.49189067286322,-2.1105992504547
1.0758307124244,1.15714018447594,-0.368804918052358,-0.432134766703244,0.0153967787263108,0.908287642412454,0.264312449836756,0.652075238630407,-2.6509126329929,2.5913225795741,-0.52814785347926,-0.566470439199288,-0.184631535031451,-0.582047066604242,0.159452854897522,0.22688237019269,-1.0171280971905,0.178078055972469,0.959976421113636,-1.393892402662,-2.15839566254514,0.0273303531615808,-1.12125325415252,-2.85994436601102,-1.88266709777619,1.45093255126464,-1.43100736552927,-2.60657480813841,1.48221162360267,-0.197176109806651,-1.25140263827663
-4.60988094471019,4.54566848429557,2.54788973113772,1.42893329441542,-1.10680114173431,-2.08178040899976,-0.171695625842615,-4.15994647991824,1.06213046604738,10.0375215090551,4.46563877692452,-0.382289565782893,-0.0650871171644726,-0.740659110720423,-0.361757125814437,-5.1385726326482,10.2565984075166,-2.8835651447793,0.722962148031063,-3.52554143415124,2.48141180571475,0.286079117357934,-1.26517099026904,-4.24803526630195,-1.37268112692559,-4.62865984669061,-8.94015711488087,-2.21767263379854,5.47978514378606,-4.77163507960324,-3.00965796403498
-2.07136018763087,1.41246732771703,-1.19210050337699,1.24206305930681,-1.07376588940221,-0.564391832020246,-0.607703701521987,-1.91536522486592,0.042802848480938,4.34114008550888,-1.04629303377795,-1.06544897082583,0.0544573007025056,-0.899271154836603,-0.882967106526397,-2.27201621293764,5.18062898662856,-1.92224807267554,0.48594787494849,-1.43591902277119,1.27698609878698,0.544827881554287,-1.40908872638555,-0.62561375285098,-1.72169848032986,-2.67231566826067,0.453396173541917,-1.82877045945866,2.20780543764943,-3.00352786991987,-1.83202630103571
0.467160569448458,-1.72073382886151,-1.89760716732644,1.05519282419821,-1.04073063707011,-2.72075113006649,-1.04371177720136,0.329216030186406,-0.976524769085502,-1.35524133803735,-1.78216883081995,-1.74860837586878,0.174001718569484,-1.05788319895278,0.219119714703717,0.594540206772918,0.104659565740505,-0.960931000571769,0.248933601865917,0.65370338860886,0.0725603918592003,0.80357664575064,-1.55300646250207,-2.16973003522975,-2.07071583373413,-0.715971489830729,-1.0601776568367,-1.43986828511879,-1.06417426848721,-1.23542066023651,-0.654394638036438
-0.662020732272127,-1.21110007992401,-0.192488062758661,-1.45827714078813,-2.03998534752843,-0.708626062910406,-0.955679829713144,0.148645626279389,0.83429983076142,-0.845116335055296,-0.145728523148699,-1.22290094670294,0.832433928800559,-1.20486771043945,-0.337145983112583,0.264296094975753,-0.309818745619544,0.881854379554784,1.72841484452967,-0.382248009048221,-1.08326182565081,0.904424516086071,-0.875414470589728,-1.74207779927369,-0.901321743454951,0.0653479710069592,0.0960751250221085,1.28721913196119,-0.668866111437103,-0.97796039602254,-1.11360716789715
-0.50895381010348,-0.701466330986506,-1.2628855683651,-0.217857892975739,-0.485396113515826,0.15191718332862,-1.33032494531367,0.929793763567817,-1.15346355930539,-0.334991332073241,-1.11889002100374,-0.697193517537103,-0.762582212984203,-1.35185222192612,-1.18025465411917,-0.0665021196888496,-0.5058080787192,-1.81066944894321,-0.478437299234386,-1.4181994067053,0.30124864228587,0.501636632736619,-0.197822478677389,-1.31442556331763,-0.346179689949536,0.846667431844647,-0.692222413175577,-0.846363428960884,-0.273557954386999,-0.0907755718375865,-1.8788745351216
-0.288987329369641,0.736486507459691,-0.706290948523432,-2.67870646853639,-1.11411683490023,-0.138354322491367,-0.46031297312983,-2.26360577224452,-0.859355925827734,-2.88192454764606,1.43623216804524,1.55828714011652,-0.0390465950276939,-0.755428580551269,0.136487126425248,1.17400452955685,-1.17345567045257,-1.41999321978387,0.983823895089424,1.50408832294292,-0.35177969323395,-1.07170379118783,0.550816176343902,-0.283429404769081,0.696969012310474,-1.56840834066222,-0.163523168590171,0.886575629053956,-1.66577217964861,-0.0912166775399482,-1.07343992321283
-1.07041391435323,1.07035836138883,1.59950424728123,-0.779008437808378,0.391136893213904,0.897330298824317,-1.70941889341611,-0.525087078059035,-1.03323337303456,-0.545469597681703,-0.38825565913229,-0.553948496832903,1.28020525312235,0.447028470313731,-0.737193356966,1.05068320466885,-1.2259590071083,0.343078449410299,-0.665956696739494,-0.93460794448904,0.180825512617595,-0.80989785278248,-1.26141776266949,-1.40756447193795,-0.234336596937751,-0.352090266120268,-0.153031668265604,-1.51988804062499,0.159644285145784,0.20770259827443,-0.595311827145887
0.874037684980947,-2.19866347603188,-1.86283339980861,0.866987390721331,-0.012936631042994,0.57444521742124,0.671668417189264,-1.77014366834494,-0.0582355280546985,-0.769346104917332,-0.355247493208391,-2.33459745341934,1.9809039890582,-1.65224014209697,-0.191603780443496,1.05726868739858,-2.72580168448455,0.507899061207755,0.714799166773199,-0.946055003058397,1.12160702215072,-3.74099993207059,-0.999564768802551,-1.89655551450074,1.35080524878963,-0.210914345132864,0.479797404918203,-2.7121533150146,-2.1747872895543,-1.37839481178291,0.252836730319688
0.186656165862442,-1.42608171283241,-0.396347351717861,-0.0130332088748092,-0.328538154619091,0.185345011159005,-0.219964924578028,-0.993178648680661,0.311816763364064,-0.0142899246548501,-0.0534053203170698,-1.28776099824323,1.06402045690078,-1.77138540077623,-0.411058624564309,0.587407291676354,-1.69638551823818,-1.70244083075454,0.0626391172903263,-1.95846462752341,0.548679512354323,-2.0561481048788,-0.665473881315662,-0.602477752476041,1.31178537793669,0.849609142402887,0.00734566151244481,-1.2701126208268,0.21743522309681,-0.985979527306506,-2.23153954740917
-1.5221135167251,-0.653499949632932,0.361674990879158,0.697036632017906,-0.644139678195188,-0.203755195103229,-1.11159826634532,-0.216213629016385,0.681869054782826,0.740766255607632,0.248436852574251,-0.240924543067126,0.147136924743358,-1.89053065945548,-0.630513468685121,0.117545895954124,-0.666969351991806,-0.589474163313389,-0.589520932192546,0.462857766263164,-0.024247997442076,-0.371296277687016,-0.331382993828774,-0.650503204635619,0.495602521456026,0.373308619685854,-0.465106081893313,-0.0567814044334278,-0.701251228862352,-0.593564242830106,-0.367215859766759
0.752047729151603,-0.583326445152454,-0.415375096507387,-0.0972926583083827,-0.268755237571592,-0.479036995968918,-1.68289113081025,1.14354679339873,0.288314020567048,0.18362740385455,0.454101551442607,-0.953403895496459,-0.298870315473146,0.141703281783156,0.8817850762202,0.734893845513641,-0.394803996615952,0.0303437235028885,1.49536494185594,0.928357445624101,0.370793700909523,0.104464011307359,-0.388426606833416,-0.0409527375954253,-0.213153679012141,-0.772331158746156,-1.02091009720365,0.198514489788889,-1.45603041819101,-0.43190272575421,-0.895442118021232
